Attribution Method,Layer Name,Neuron Index,Relevance Score
IntegGrad,yolo_model.model.10.cv2.conv,205,0.008911573328077793
IntegGrad,yolo_model.model.10.cv2.conv,206,-0.0065513900481164455
IntegGrad,yolo_model.model.10.cv2.conv,207,0.07051736861467361
IntegGrad,yolo_model.model.10.cv2.conv,208,-0.0016879849135875702
IntegGrad,yolo_model.model.10.cv2.conv,209,0.15220585465431213
IntegGrad,yolo_model.model.10.cv2.conv,210,0.008797461166977882
IntegGrad,yolo_model.model.10.cv2.conv,211,-0.01577226258814335
IntegGrad,yolo_model.model.10.cv2.conv,212,0.010314924642443657
IntegGrad,yolo_model.model.10.cv2.conv,213,-0.0028540741186589003
IntegGrad,yolo_model.model.10.cv2.conv,214,0.05678956210613251
IntegGrad,yolo_model.model.10.cv2.conv,215,0.0024903654120862484
IntegGrad,yolo_model.model.10.cv2.conv,216,0.005690073594450951
IntegGrad,yolo_model.model.10.cv2.conv,217,-0.0003623355587478727
IntegGrad,yolo_model.model.10.cv2.conv,218,-0.0022578751668334007
IntegGrad,yolo_model.model.10.cv2.conv,219,-0.0025874138809740543
IntegGrad,yolo_model.model.10.cv2.conv,220,-0.08634769916534424
IntegGrad,yolo_model.model.10.cv2.conv,221,-0.006189389154314995
IntegGrad,yolo_model.model.10.cv2.conv,222,-0.002800105605274439
IntegGrad,yolo_model.model.10.cv2.conv,223,0.06206253170967102
IntegGrad,yolo_model.model.10.cv2.conv,224,0.008223611861467361
IntegGrad,yolo_model.model.10.cv2.conv,225,-0.015966299921274185
IntegGrad,yolo_model.model.10.cv2.conv,226,0.0003113368875347078
IntegGrad,yolo_model.model.10.cv2.conv,227,-0.002163936384022236
IntegGrad,yolo_model.model.10.cv2.conv,228,0.0014768234686926007
IntegGrad,yolo_model.model.10.cv2.conv,229,0.0014414628967642784
IntegGrad,yolo_model.model.10.cv2.conv,230,0.00308309867978096
IntegGrad,yolo_model.model.10.cv2.conv,231,-0.0006864229217171669
IntegGrad,yolo_model.model.10.cv2.conv,232,0.014199839904904366
IntegGrad,yolo_model.model.10.cv2.conv,233,0.005630197934806347
IntegGrad,yolo_model.model.10.cv2.conv,234,0.002534487983211875
IntegGrad,yolo_model.model.10.cv2.conv,235,0.00955471396446228
IntegGrad,yolo_model.model.10.cv2.conv,236,0.0002568219497334212
IntegGrad,yolo_model.model.10.cv2.conv,237,-0.018156059086322784
IntegGrad,yolo_model.model.10.cv2.conv,238,-0.013863952830433846
IntegGrad,yolo_model.model.10.cv2.conv,239,0.04823237657546997
IntegGrad,yolo_model.model.10.cv2.conv,240,-0.010864488780498505
IntegGrad,yolo_model.model.10.cv2.conv,241,-0.03896787762641907
IntegGrad,yolo_model.model.10.cv2.conv,242,0.0040532564744353294
IntegGrad,yolo_model.model.10.cv2.conv,243,-0.00015141768380999565
IntegGrad,yolo_model.model.10.cv2.conv,244,0.005626725032925606
IntegGrad,yolo_model.model.10.cv2.conv,245,-0.002903447486460209
IntegGrad,yolo_model.model.10.cv2.conv,246,0.00014082359848544002
IntegGrad,yolo_model.model.10.cv2.conv,247,0.00513320742174983
IntegGrad,yolo_model.model.10.cv2.conv,248,-0.003770926035940647
IntegGrad,yolo_model.model.10.cv2.conv,249,-0.003626169404014945
IntegGrad,yolo_model.model.10.cv2.conv,250,0.0035659302957355976
IntegGrad,yolo_model.model.10.cv2.conv,251,0.0021621380001306534
IntegGrad,yolo_model.model.10.cv2.conv,252,-0.0027497909031808376
IntegGrad,yolo_model.model.10.cv2.conv,253,-0.009071817621588707
IntegGrad,yolo_model.model.10.cv2.conv,254,0.004383884835988283
IntegGrad,yolo_model.model.10.cv2.conv,255,-0.026781830936670303
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,0,-0.008383447304368019
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,1,0.0035358592867851257
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,2,-0.016158126294612885
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,3,0.012152821756899357
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,4,-0.000240398570895195
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,5,-0.001449956325814128
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,6,0.015597903169691563
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,7,0.0006557111628353596
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,8,0.01297619566321373
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,9,0.0010049596894532442
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,10,0.0021513549145311117
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,11,-0.01128220185637474
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,12,0.002692808397114277
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,13,0.022769853472709656
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,14,0.00023339036852121353
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,15,0.025550419464707375
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,16,-0.003339763730764389
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,17,-0.0003745148715097457
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,18,-0.005741816014051437
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,19,0.008649127557873726
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,20,0.0011517424136400223
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,21,-0.0009006080217659473
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,22,0.03278755396604538
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,23,0.004245599266141653
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,24,-0.005105147138237953
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,25,0.022679593414068222
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,26,0.0002769420971162617
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,27,-0.0008764775702729821
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,28,-0.00940289068967104
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,29,0.008127486333251
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,30,-0.003316813614219427
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,31,0.014353152364492416
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,32,0.0006701555103063583
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,33,0.018906081095337868
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,34,-0.018565835431218147
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,35,-0.006844487972557545
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,36,-0.002546967938542366
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,37,-0.0022818157449364662
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,38,-0.006178481969982386
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,39,-0.007848807610571384
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,40,0.0014596679247915745
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,41,0.0006515111308544874
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,42,0.0017248222138732672
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,43,0.008113021031022072
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,44,-0.0008259792812168598
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,45,0.0204969123005867
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,46,-0.0018324509728699923
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,47,-0.00682371761649847
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,48,-0.000346758752129972
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,49,0.00016514211893081665
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,50,0.0008739433833397925
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,51,0.002498365007340908
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,52,-0.0003982149064540863
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,53,0.00030380766838788986
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,54,0.01386226061731577
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,55,0.005844842176884413
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,56,0.0040496704168617725
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,57,-2.0695850253105164e-05
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,58,0.001741626183502376
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,59,0.0023627490736544132
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,60,0.002547641284763813
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,61,-0.004691238980740309
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,62,0.0003157516475766897
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,63,0.0038027323316782713
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,64,-0.0032763152848929167
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,65,0.06731162965297699
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,66,2.4151173420250416e-05
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,67,0.016676533967256546
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,68,-0.027165759354829788
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,69,0.022782564163208008
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,70,-0.06157988682389259
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,71,0.008104601874947548
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,72,0.007901351898908615
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,73,-0.014786924235522747
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,74,-0.03316671401262283
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,75,-0.027747372165322304
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,76,-0.006675005424767733
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,77,-0.007939131930470467
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,78,0.003913509659469128
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,79,-0.005706761032342911
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,80,-0.024154111742973328
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,81,-0.003014006419107318
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,82,0.0006502778269350529
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,83,-0.015142036601901054
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,84,0.0018267646664753556
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,85,0.01176675595343113
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,86,0.013540579006075859
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,87,0.0028431471437215805
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,88,0.010727131739258766
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,89,-0.029122285544872284
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,90,-0.002020660787820816
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,91,-0.01189003512263298
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,92,-0.006325617898255587
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,93,0.001947134849615395
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,94,-0.058684296905994415
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,95,-0.012280130758881569
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,96,0.019259639084339142
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,97,0.008649516850709915
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,98,-0.0004060827777720988
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,99,0.01586311310529709
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,100,-0.014256345108151436
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,101,-0.01802835240960121
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,102,0.004113736096769571
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,103,0.007781818509101868
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,104,-0.005352111533284187
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,105,-3.872998058795929e-05
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,106,0.0011438719229772687
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,107,-0.01777850277721882
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,108,-0.04741737246513367
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,109,0.03899618983268738
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,110,0.0022148762363940477
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,111,0.0007503996603190899
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,112,0.008940298110246658
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,113,0.009586919099092484
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,114,-0.023108407855033875
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,115,0.021382592618465424
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,116,0.003146540839225054
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,117,-0.005809353198856115
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,118,-0.0052387649193406105
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,119,0.0044091567397117615
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,120,-0.0009195518214255571
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,121,0.010482589714229107
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,122,0.022659264504909515
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,123,-0.009052853100001812
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,124,-0.009033694863319397
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,125,0.02179582044482231
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,126,-0.007999734953045845
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,127,0.007201453670859337
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,128,0.0008904697024263442
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,129,-0.01738833449780941
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,130,-0.0013189970050007105
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,131,0.002593848155811429
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,132,0.005458377301692963
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,133,0.001054421765729785
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,134,-0.002298989798873663
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,135,-0.005346488673239946
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,136,-0.00114866578951478
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,137,-0.0059459395706653595
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,138,0.0004764243494719267
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,139,0.010730735957622528
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,140,-0.003202567109838128
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,141,0.0017019507940858603
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,142,0.0015417927643284202
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,143,-0.003938821144402027
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,144,-0.016149984672665596
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,145,0.014467081055045128
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,146,0.0005471997428685427
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,147,-0.0006663945969194174
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,148,0.013275234028697014
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,149,0.006139923818409443
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,150,0.013809367083013058
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,151,0.0025489921681582928
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,152,5.277863562858087e-11
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,153,0.010202035307884216
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,154,-0.0019926936365664005
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,155,-0.0016974365571513772
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,156,0.0003092641709372401
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,157,0.00022950535640120506
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,158,-0.000292929878924042
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,159,0.0032281172461807728
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,160,0.00025189085863530636
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,161,0.00017280230531468987
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,162,0.002319695195183158
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,163,0.0013952984008938074
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,164,-0.003589525818824768
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,165,0.0006644616951234639
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,166,-0.000985517050139606
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,167,0.005781317595392466
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,168,0.0038079749792814255
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,169,-0.0015651442809030414
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,170,0.001054063905030489
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,171,-0.0008806702680885792
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,172,0.00087828713003546
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,173,-0.0005264351493678987
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,174,0.002242454793304205
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,175,0.00020910188322886825
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,176,-0.0031871572136878967
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,177,-0.0011671632528305054
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,178,-0.002658633980900049
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,179,0.001511613605543971
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,180,0.009320387616753578
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,181,-0.005448170006275177
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,182,-0.002140508033335209
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,183,0.001962078269571066
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,184,0.01826358586549759
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,185,0.001902314368635416
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,186,0.0011079174000769854
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,187,-0.0038138735108077526
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,188,0.0014152757357805967
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,189,0.00032485899282619357
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,190,9.98197210719809e-05
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,191,0.0016771219670772552
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,192,-0.06337981671094894
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,193,-0.002384560415521264
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,194,-0.0027473093941807747
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,195,-0.015241449698805809
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,196,0.007892424240708351
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,197,-0.0030736520420759916
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,198,0.004834082908928394
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,199,-0.014104815199971199
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,200,0.012004806660115719
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,201,-0.0003411495708860457
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,202,0.003441398497670889
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,203,-0.005535872187465429
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,204,0.001991863129660487
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,205,0.008000454865396023
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,206,0.0076682232320308685
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,207,-0.16686059534549713
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,208,-0.01651337742805481
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,209,-0.011003329418599606
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,210,0.01530086062848568
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,211,-0.041684769093990326
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,212,0.009209700860083103
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,213,0.0041826507076621056
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,214,0.0009096483699977398
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,215,0.029793214052915573
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,216,-0.07951119542121887
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,217,-0.00729281036183238
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,218,0.021321505308151245
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,219,0.03228405863046646
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,220,0.0012664772802963853
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,221,-0.025597378611564636
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,222,-0.017793012782931328
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,223,-0.0010111397132277489
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,224,0.007225140929222107
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,225,0.010338354855775833
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,226,0.0041296882554888725
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,227,0.010934981517493725
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,228,-0.030089914798736572
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,229,0.0019480427727103233
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,230,0.007330826483666897
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,231,0.013463625684380531
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,232,0.005015126429498196
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,233,0.0035112726036459208
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,234,0.09482820332050323
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,235,0.0028372062370181084
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,236,-0.020511042326688766
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,237,-0.05561499297618866
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,238,-0.0006606490351259708
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,239,0.12680228054523468
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,240,0.0020974164362996817
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,241,-0.006466916762292385
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,242,0.002549799159169197
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,243,0.0018540157470852137
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,244,0.009996509179472923
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,245,-0.0029710368253290653
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,246,-0.10874759405851364
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,247,0.10714051127433777
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,248,0.05521970987319946
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,249,0.003472602693364024
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,250,0.009231607429683208
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,251,0.025668201968073845
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,252,-0.0034519063774496317
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,253,-0.00156027905177325
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,254,0.01001149695366621
IntegGrad,yolo_model.model.10.m.0.attn.qkv.conv,255,-0.047221966087818146
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,0,-0.06999696791172028
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,1,-0.019633382558822632
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,2,-0.09550733119249344
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,3,0.042068883776664734
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,4,0.0027967975474894047
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,5,0.006162108853459358
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,6,0.04702981561422348
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,7,0.007296173833310604
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,8,0.011172909289598465
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,9,-0.021084019914269447
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,10,0.02718118391931057
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,11,0.03706759959459305
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,12,0.0465300977230072
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,13,0.0006124996580183506
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,14,-0.05493299663066864
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,15,0.020639732480049133
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,16,0.0034327495377510786
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,17,0.010049263015389442
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,18,-0.011913744732737541
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,19,0.008478222414851189
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,20,0.0001673043007031083
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,21,-0.011071708053350449
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,22,-0.030355125665664673
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,23,-0.0009688716381788254
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,24,-0.005815284326672554
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,25,0.025958621874451637
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,26,0.0131024569272995
IntegGrad,yolo_model.model.10.m.0.attn.proj.conv,27,-0.019648171961307526
